Reference,DOI,species_name,species_name2,species,sample_label,sample_id,max_diam_mu,total_ind_measured_in_the_sample,lat,long,sample_type,vessel,sampling_date,water_depth,trap_depth
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,232.31,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,250.02,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,246.58,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,219.34,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,229.93,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,271.64,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,275.38,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,218.28,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,276.94,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,270.58,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,208.2,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,291.1,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,205.08,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,226.92,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,207.82,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,218.2,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,178.28,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,205.07,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,215.51,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,216.41,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,249.6,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,198.26,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,195.57,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,199.5,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,215.57,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,181.59,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,212.34,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,232.38,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,216.91,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,213.94,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,202.77,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,226.92,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,196.69,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,188.46,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,182.5,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,190.92,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,227.9,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,177.76,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,202.53,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,213.57,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,247.98,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.4080,resamples_29,204.62,62,-15.65,-179.0625,seafloor,HMS Egeria,26/08/1889,-2519,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,220.46,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,331.16,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,256.65,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,211.11,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,225.84,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,258.43,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,281,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,254,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,305.09,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,223.99,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,230.67,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,273.1,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,221.98,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,226.63,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,237,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,246.22,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,222.97,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,228.75,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,203.15,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,228.63,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,235.92,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,223.26,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,238.29,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,233.21,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,273.26,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,266.73,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,213.07,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,226.16,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,231.88,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,285.37,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,219.87,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,204.09,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,205.27,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,225.27,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,249.58,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,243.38,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,212.03,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,191.54,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,189.68,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,224.58,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,198.08,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,213.24,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,203.44,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,232.4,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,215.34,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,237.37,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,286.92,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,216.45,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,243.39,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,198.77,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,181.28,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,206.45,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,211.67,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,239.17,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,211.98,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,225.13,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,201.41,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,243.47,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,240.29,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,242.25,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,219.9,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,212.21,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,243.38,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,226.58,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,267.16,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,278.56,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,239.99,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,256.71,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinita glutinata,Globigerinita_glutinata,glutinata,M.7487,resamples_42,248.95,76,-7.59167,61.48333,seafloor,HMS Sealark,09/11/05,-3507,NA
